,loss,accuracy,val_loss,val_accuracy
0,3.176877498626709,0.43406665325164795,2.450122356414795,0.4816666543483734
1,2.6229498386383057,0.4031333327293396,2.5130157470703125,0.4346666634082794
2,2.672210931777954,0.3831999897956848,2.6070899963378906,0.414000004529953
3,2.751511573791504,0.37193334102630615,2.628370523452759,0.4023333191871643
4,2.800994873046875,0.3559333384037018,2.5387015342712402,0.42766666412353516
5,2.6814651489257812,0.3628000020980835,2.4610891342163086,0.4189999997615814
6,2.5667896270751953,0.36846667528152466,2.388211488723755,0.4116666615009308
7,2.4258854389190674,0.3952000141143799,2.1930863857269287,0.47699999809265137
8,2.30886173248291,0.4148666560649872,2.0464463233947754,0.48233333230018616
9,2.161651134490967,0.43886667490005493,1.9453831911087036,0.4909999966621399
10,2.135118007659912,0.43593332171440125,1.9904652833938599,0.49533334374427795
11,2.203038215637207,0.4317333400249481,2.0737011432647705,0.48766666650772095
12,2.269838809967041,0.423799991607666,2.1237473487854004,0.4753333330154419
13,2.3197107315063477,0.42340001463890076,2.2115869522094727,0.4646666646003723
14,2.4000604152679443,0.399399995803833,2.2389965057373047,0.4723333418369293
15,2.370774745941162,0.4092666804790497,2.20322847366333,0.45366665720939636
16,2.3167800903320312,0.416866660118103,2.139793634414673,0.4736666679382324
17,2.2512271404266357,0.4214000105857849,2.040412664413452,0.4906666576862335
18,2.180987596511841,0.43459999561309814,1.9778366088867188,0.5080000162124634
19,2.1127755641937256,0.44173333048820496,1.9336217641830444,0.4973333477973938
20,2.0984039306640625,0.4482666552066803,1.9244599342346191,0.5093333125114441
21,2.129990339279175,0.4416666626930237,1.977408528327942,0.5086666941642761
22,2.1540791988372803,0.4440000057220459,2.063082456588745,0.46933332085609436
23,2.2035419940948486,0.43113332986831665,2.0426719188690186,0.4983333349227905
24,2.2276341915130615,0.4291999936103821,2.0654520988464355,0.49166667461395264
25,2.226799964904785,0.4270666539669037,2.017336368560791,0.4896666705608368
26,2.2011663913726807,0.43026667833328247,2.033837080001831,0.47600001096725464
27,2.1553502082824707,0.4350000023841858,1.98011314868927,0.49133333563804626
28,2.1286821365356445,0.4452666640281677,1.9302685260772705,0.5120000243186951
29,2.088444709777832,0.44653332233428955,1.8917335271835327,0.5180000066757202
30,2.0787432193756104,0.44726666808128357,1.9429686069488525,0.5026666522026062
31,2.0942623615264893,0.4498666524887085,1.9672130346298218,0.48500001430511475
32,2.1131362915039062,0.4487999975681305,1.9544998407363892,0.5043333172798157
33,2.1317896842956543,0.43993332982063293,1.9330857992172241,0.5256666541099548
34,2.1531736850738525,0.43646666407585144,2.021162509918213,0.47733333706855774
35,2.1449060440063477,0.4402666687965393,2.0109918117523193,0.47833332419395447
36,2.1269209384918213,0.4407333433628082,1.9422945976257324,0.5023333430290222
37,2.1167349815368652,0.44226667284965515,1.9316598176956177,0.5083333253860474
38,2.0944366455078125,0.4484666585922241,1.9623960256576538,0.4860000014305115
39,2.074861526489258,0.45393332839012146,1.9241539239883423,0.5059999823570251
40,2.060570001602173,0.4549333453178406,1.9112873077392578,0.5116666555404663
41,2.071828603744507,0.45206665992736816,1.9228031635284424,0.5090000033378601
42,2.089442014694214,0.4484666585922241,1.9446049928665161,0.4983333349227905
43,2.100767135620117,0.4455333352088928,1.9325008392333984,0.5073333382606506
44,2.1038575172424316,0.44679999351501465,1.9296766519546509,0.5099999904632568
45,2.106407880783081,0.4453999996185303,1.9543057680130005,0.4959999918937683
46,2.09009051322937,0.4551999866962433,1.9264647960662842,0.5070000290870667
47,2.089792251586914,0.44433334469795227,1.9079647064208984,0.5146666765213013
48,2.0816338062286377,0.44753333926200867,1.8951069116592407,0.5143333077430725
49,2.062598705291748,0.45026665925979614,1.8766777515411377,0.5149999856948853
50,2.0646474361419678,0.4506666660308838,1.9106889963150024,0.5036666393280029
51,2.067444086074829,0.4541333317756653,1.8796038627624512,0.515666663646698
52,2.064828395843506,0.4557333290576935,1.8975794315338135,0.5210000276565552
53,2.0804412364959717,0.451200008392334,1.9156056642532349,0.5133333206176758
54,2.0783824920654297,0.44839999079704285,1.9204599857330322,0.5056666731834412
55,2.0840249061584473,0.4498000144958496,1.9099701642990112,0.5090000033378601
56,2.078073263168335,0.4501333236694336,1.9249966144561768,0.503000020980835
57,2.06144380569458,0.4549333453178406,1.9176521301269531,0.5040000081062317
58,2.0669586658477783,0.4603999853134155,1.912798285484314,0.503333330154419
59,2.0586376190185547,0.45206665992736816,1.9006917476654053,0.5096666812896729
60,2.0609374046325684,0.45339998602867126,1.9167107343673706,0.512666642665863
61,2.0628955364227295,0.4548666775226593,1.8914990425109863,0.5210000276565552
62,2.0622787475585938,0.45660001039505005,1.8809256553649902,0.515666663646698
63,2.06477427482605,0.4593333303928375,1.903861165046692,0.5116666555404663
64,2.069622278213501,0.4517333209514618,1.906036138534546,0.515666663646698
65,2.059096574783325,0.4566666781902313,1.9484796524047852,0.48899999260902405
66,2.064197063446045,0.4602000117301941,1.888074517250061,0.5226666927337646
67,2.0604639053344727,0.45046666264533997,1.8739769458770752,0.5176666378974915
68,2.0684006214141846,0.45179998874664307,1.9081814289093018,0.5189999938011169
69,2.0641565322875977,0.4498000144958496,1.8974069356918335,0.5083333253860474
70,2.0634756088256836,0.45179998874664307,1.883832335472107,0.5066666603088379
71,2.065065860748291,0.4528000056743622,1.8957215547561646,0.518666684627533
72,2.0643231868743896,0.4550666809082031,1.9069944620132446,0.5236666798591614
73,2.057008743286133,0.4614666700363159,1.9134604930877686,0.5143333077430725
74,2.0665664672851562,0.4509333372116089,1.9130284786224365,0.49666666984558105
75,2.0630881786346436,0.4467333257198334,1.9195722341537476,0.49666666984558105
76,2.064484119415283,0.4521999955177307,1.9036606550216675,0.5239999890327454
77,2.0712854862213135,0.4476666748523712,1.8921473026275635,0.5176666378974915
78,2.062028408050537,0.45153334736824036,1.8862559795379639,0.5143333077430725
79,2.0589675903320312,0.454066663980484,1.8801742792129517,0.5146666765213013
80,2.0499424934387207,0.4612666666507721,1.9065462350845337,0.5049999952316284
81,2.0557448863983154,0.45346665382385254,1.8700785636901855,0.5230000019073486
82,2.0664446353912354,0.4524666666984558,1.8867652416229248,0.5149999856948853
83,2.061068296432495,0.4556666612625122,1.9050453901290894,0.5070000290870667
84,2.0600130558013916,0.4556666612625122,1.8831119537353516,0.5233333110809326
85,2.063323736190796,0.4551999866962433,1.8784372806549072,0.5113333463668823
86,2.066786527633667,0.45186665654182434,1.893875002861023,0.5146666765213013
87,2.0604612827301025,0.45080000162124634,1.8957130908966064,0.5066666603088379
88,2.0602846145629883,0.45046666264533997,1.8830294609069824,0.5176666378974915
89,2.0498931407928467,0.4582666754722595,1.8870505094528198,0.5146666765213013
90,2.059333562850952,0.45693331956863403,1.8880095481872559,0.5136666893959045
91,2.0489847660064697,0.45686665177345276,1.8912522792816162,0.5103333592414856
92,2.053508758544922,0.46006667613983154,1.8978071212768555,0.5053333044052124
93,2.0535149574279785,0.454066663980484,1.874436855316162,0.5116666555404663
94,2.06327223777771,0.4543333351612091,1.9254721403121948,0.48899999260902405
95,2.060584545135498,0.45179998874664307,1.9097965955734253,0.4946666657924652
96,2.0622987747192383,0.45739999413490295,1.8862210512161255,0.5139999985694885
97,2.0588347911834717,0.4503333270549774,1.8940856456756592,0.5236666798591614
98,2.0617706775665283,0.4562000036239624,1.8996901512145996,0.5199999809265137
99,2.0547776222229004,0.458133339881897,1.9061528444290161,0.5036666393280029
100,2.054117441177368,0.4553999900817871,1.8736388683319092,0.5143333077430725
101,2.069551706314087,0.44733333587646484,1.881343960762024,0.5163333415985107
102,2.0526766777038574,0.4578666687011719,1.8929051160812378,0.5080000162124634
103,2.062617301940918,0.45133334398269653,1.8742130994796753,0.5273333191871643
104,2.0560221672058105,0.45500001311302185,1.9251405000686646,0.4793333411216736
105,2.0568008422851562,0.45613333582878113,1.9014666080474854,0.5073333382606506
106,2.0641677379608154,0.45686665177345276,1.890494465827942,0.5133333206176758
107,2.0516836643218994,0.4548666775226593,1.8765652179718018,0.5163333415985107
108,2.0531601905822754,0.4569999873638153,1.8877251148223877,0.5149999856948853
109,2.0547289848327637,0.45266667008399963,1.9057282209396362,0.5070000290870667
110,2.055651903152466,0.45133334398269653,1.9040991067886353,0.5133333206176758
111,2.0579023361206055,0.45500001311302185,1.9023919105529785,0.49933332204818726
112,2.0570473670959473,0.4524666666984558,1.886494755744934,0.5149999856948853
113,2.063718795776367,0.4524666666984558,1.8727384805679321,0.5166666507720947
114,2.051485300064087,0.45373332500457764,1.8956557512283325,0.5070000290870667
115,2.0548415184020996,0.4565333425998688,1.8707278966903687,0.5086666941642761
116,2.053332567214966,0.4554666578769684,1.887263298034668,0.5230000019073486
117,2.0471086502075195,0.46140000224113464,1.9038091897964478,0.5040000081062317
118,2.0552737712860107,0.44973334670066833,1.8654584884643555,0.5249999761581421
119,2.0484557151794434,0.4559333324432373,1.8990278244018555,0.5043333172798157
120,2.056394100189209,0.4541333317756653,1.8781462907791138,0.5180000066757202
